product_name,Category,link,major_category_name,sub_category_link,major_category_id,sub_category_id
TRUCKS_ACC,TRAILERS & TOWING ACCESSORIES,https://www.canadiantire.ca/en/automotive/trailers-towing-accessories.html?,automotive,https://www.canadiantire.ca/en/automotive/truck-accessories.html,0.0,
TRUCKS_ACC,LIGHT TRUCK & SUV TIRES,https://www.canadiantire.ca/en/automotive/tires-wheels/tires/light-truck-suv-tires.html?,automotive,https://www.canadiantire.ca/en/automotive/truck-accessories.html,0.0,
TRUCKS_ACC,CARGO MANAGEMENT,https://www.canadiantire.ca/en/automotive/truck-accessories/cargo-management.html?,automotive,https://www.canadiantire.ca/en/automotive/truck-accessories.html,0.0,
TRUCKS_ACC,FLOOR MATS AND LINERS,https://www.canadiantire.ca/en/automotive/interior-car-accessories/car-mats.html?,automotive,https://www.canadiantire.ca/en/automotive/truck-accessories.html,0.0,
TRUCKS_ACC,"EXTERIOR TRUCK PROTECTORS, COVERS & LINERS",https://www.canadiantire.ca/en/automotive/truck-accessories/exterior-truck-protectors-covers.html?,automotive,https://www.canadiantire.ca/en/automotive/truck-accessories.html,0.0,
TRUCKS_ACC,PERFORMANCE TRUCK PARTS,https://www.canadiantire.ca/en/automotive/truck-accessories/performance-truck-parts.html?,automotive,https://www.canadiantire.ca/en/automotive/truck-accessories.html,0.0,
TRUCKS_ACC,SUSPENSION,https://www.canadiantire.ca/en/automotive/truck-accessories/suspension.html?,automotive,https://www.canadiantire.ca/en/automotive/truck-accessories.html,0.0,
TRUCKS_ACC,TRUCK WHEELS,https://www.canadiantire.ca/en/automotive/tires-wheels/wheels/truck-wheels.html?,automotive,https://www.canadiantire.ca/en/automotive/truck-accessories.html,0.0,
TRUCKS_ACC,TONNEAU COVERS,https://www.canadiantire.ca/en/automotive/truck-accessories/tonneau-covers.html?,automotive,https://www.canadiantire.ca/en/automotive/truck-accessories.html,0.0,
TRUCKS_ACC,SPLASH & MUD FLAPS,https://www.canadiantire.ca/en/automotive/tires-wheels/tire-wheel-accessories/splash-mud-guards.html?,automotive,https://www.canadiantire.ca/en/automotive/truck-accessories.html,0.0,
TRUCKS_ACC,SEAT COVERS,https://www.canadiantire.ca/en/automotive/truck-accessories/seat-covers.html?,automotive,https://www.canadiantire.ca/en/automotive/truck-accessories.html,0.0,
TRUCKS_ACC,TRUCK LIGHTING,https://www.canadiantire.ca/en/automotive/truck-accessories/truck-fog-driving-lights.html?,automotive,https://www.canadiantire.ca/en/automotive/truck-accessories.html,0.0,
TRUCKS_ACC,RUNNING BOARDS & STEPS,https://www.canadiantire.ca/en/automotive/truck-accessories/runningboards-steps.html?,automotive,https://www.canadiantire.ca/en/automotive/truck-accessories.html,0.0,
TRUCKS_ACC,JEEP ACCESSORIES,https://www.canadiantire.ca/en/automotive/truck-accessories/jeep-accessories.html?,automotive,https://www.canadiantire.ca/en/automotive/truck-accessories.html,0.0,
TRUCKS_ACC,SNOW PLOWS & ACCESSORIES,https://www.canadiantire.ca/en/automotive/truck-accessories/snow-plows-accessories.html?,automotive,https://www.canadiantire.ca/en/automotive/truck-accessories.html,0.0,
AREA RUGS & FLOORING,AREA RUGS & FLOORING,https://www.canadiantire.ca/en/household-pets/home-decor/area-rugs-flooring.html?adlocation=LIT_Category_Product_AreaRugsAndFlooringCat_en,household-pets,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,2.0,
ARTIFICIAL FLOWERS & PLANTS,ARTIFICIAL FLOWERS & PLANTS,https://www.canadiantire.ca/en/household-pets/home-decor/artificial-flowers-plants.html?adlocation=LIT_Category_Product_ArtificialFlowersAndPlantsCat_en,household-pets,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,2.0,
CANDLES,CANDLES,https://www.canadiantire.ca/en/household-pets/home-decor/candles.html?adlocation=LIT_Category_Product_CandlesCat_en,household-pets,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,2.0,
DECORATIVE PILLOWS,DECORATIVE PILLOWS,https://www.canadiantire.ca/en/household-pets/home-decor/decorative-pillows-throws/decorative-pillows.html?adlocation=LIT_Category_Product_DecorativePillowsCat_en,household-pets,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,2.0,
WALL CLOCKS,WALL CLOCKS,https://www.canadiantire.ca/en/household-pets/home-decor/wall-clocks.html?adlocation=LIT_Category_Product_WallClocksCat_en,household-pets,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,2.0,
WALL MIRRORS,WALL MIRRORS,https://www.canadiantire.ca/en/household-pets/home-decor/wall-mirrors.html?adlocation=LIT_Category_Product_WallMirrorsCat_en,household-pets,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,2.0,
PENDANT LIGHTS,PENDANT LIGHTS,https://www.canadiantire.ca/en/lighting/pendant-lights.html?adlocation=LIT_Lighting_PendantLights_en,household-pets,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,2.0,
FLUSH & SEMI-FLUSH MOUNT LIGHTS,FLUSH & SEMI-FLUSH MOUNT LIGHTS,https://www.canadiantire.ca/en/lighting/flush-semi-flush-mount-lights.html?adlocation=LIT_Lighting_FlushSemiFlushMountLights_en,household-pets,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,2.0,
CEILING FANS & ACCESSORIES,CEILING FANS & ACCESSORIES,https://www.canadiantire.ca/en/lighting/ceiling-fans-accessories.html?adlocation=LIT_Lighting_CeilingFansAccessories_en,household-pets,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,2.0,
FLOOR LAMPS,FLOOR LAMPS,https://www.canadiantire.ca/en/lighting/floor-lamps.html?adlocation=LIT_Lighting_FloorLamps_en,household-pets,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,2.0,
TABLE LAMPS,TABLE LAMPS,https://www.canadiantire.ca/en/lighting/table-lamps.html?adlocation=LIT_Lighting_TableLamps_en,household-pets,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,2.0,
DESK LAMPS & CLIP-ON LIGHTS,DESK LAMPS & CLIP-ON LIGHTS,https://www.canadiantire.ca/en/lighting/desk-lamps.html?adlocation=LIT_Lighting_DeskLamps_en,household-pets,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,2.0,
BATHROOM LIGHTS & FIXTURES,BATHROOM LIGHTS & FIXTURES,https://www.canadiantire.ca/en/lighting/bathroom-lights.html?adlocation=LIT_Lighting_BathroomLights_en,household-pets,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,2.0,
AREA LIGHTS,AREA LIGHTS,https://www.canadiantire.ca/en/outdoor-living/outdoor-lighting/area-flood-lights/area-lights.html?adlocation=LIT_Category_Product_AreaLightsCat_en,household-pets,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,2.0,
OUTDOOR WALL & ENTRY LIGHTING,OUTDOOR WALL & ENTRY LIGHTING,https://www.canadiantire.ca/en/outdoor-living/outdoor-lighting/wall-entry-lighting.html?adlocation=LIT_Lighting_WallEntryLights_en,household-pets,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,2.0,
LIGHT BULBS,LIGHT BULBS,https://www.canadiantire.ca/en/lighting/light-bulbs.html?adlocation=LIT_Lighting_LightBulbs_en,household-pets,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,2.0,
FLUORESCENT TUBE LIGHT BULBS,FLUORESCENT TUBE LIGHT BULBS,https://www.canadiantire.ca/en/lighting/light-bulbs/fluorescent-tube-light-bulbs.html?adlocation=LIT_Category_Product_TubeBulbsCat_en,household-pets,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,2.0,
"DIMMERS, SWITCHES & TIMERS","DIMMERS, SWITCHES & TIMERS",https://www.canadiantire.ca/en/tools-hardware/electrical/dimmers-switches-timers.html?adlocation=LIT_Lighting_DimmersSwitchesTimers_en,household-pets,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,2.0,
SWITCH & WALL PLATES,SWITCH & WALL PLATES,https://www.canadiantire.ca/en/lighting/lighting-hardware/switch-wall-plates.html?adlocation=LIT_Lighting_WallPlates_en,household-pets,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,2.0,
FLUORESCENT LIGHT FIXTURES,FLUORESCENT LIGHT FIXTURES,https://www.canadiantire.ca/en/lighting/fluorescent-light-fixtures.html?adlocation=LIT_Lighting_FlourescentLights_en,household-pets,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,2.0,
