product_name,product_link_name,link,major_category_name,major_category_link
CARPORTS & PORTABLE SHELTERS,CARPORT REPLACEMENT COVERS & ACCESSORIES,https://www.canadiantire.ca/en/automotive/portable-car-shelters-accessories/portable-car-shelter-accessories.html?,CARPORTS & PORTABLE SHELTERS,https://www.canadiantire.ca/en/automotive/portable-car-shelters-accessories.html
CARPORTS & PORTABLE SHELTERS,CAR COVERS,https://www.canadiantire.ca/en/automotive/exterior-car-accessories/exterior-car-protectors-covers/car-covers.html?,CARPORTS & PORTABLE SHELTERS,https://www.canadiantire.ca/en/automotive/portable-car-shelters-accessories.html
CAR SAFETY & SECURITY,CAR SEATS & ACCESSORIES,https://www.canadiantire.ca/en/household-pets/baby/car-seats-accessories.html?,CAR SAFETY & SECURITY,https://www.canadiantire.ca/en/automotive/car-safety-security.html
CAR SAFETY & SECURITY,FLOOR & CAR JACKS,https://www.canadiantire.ca/en/automotive/garage-tools-equipment-storage/jacks/floor-car-jacks.html?,CAR SAFETY & SECURITY,https://www.canadiantire.ca/en/automotive/car-safety-security.html
CAR SAFETY & SECURITY,"TIRE PRESSURE GAUGES, INFLATORS & COMPRESSORS",https://www.canadiantire.ca/en/automotive/tires-wheels/tire-wheel-accessories/tire-pressure-gauges-inflators-compressors.html?,CAR SAFETY & SECURITY,https://www.canadiantire.ca/en/automotive/car-safety-security.html
CAR SAFETY & SECURITY,PET CAR SAFETY,https://www.canadiantire.ca/en/automotive/car-safety-security/pet-car-safety.html?,CAR SAFETY & SECURITY,https://www.canadiantire.ca/en/automotive/car-safety-security.html
CAR SAFETY & SECURITY,WINDSHIELD WASHER FLUIDS,https://www.canadiantire.ca/en/automotive/oils-fluids-additives-chemicals/windshield-washer-fluids-additives.html?,CAR SAFETY & SECURITY,https://www.canadiantire.ca/en/automotive/car-safety-security.html
CAR SAFETY & SECURITY,SAFETY KITS & ACCESSORIES,https://www.canadiantire.ca/en/automotive/car-safety-security/safety-kits-accessories.html?,CAR SAFETY & SECURITY,https://www.canadiantire.ca/en/automotive/car-safety-security.html
CAR SAFETY & SECURITY,BLIND SPOT MIRRORS,https://www.canadiantire.ca/en/automotive/car-safety-security/blind-spot-mirrors.html?,CAR SAFETY & SECURITY,https://www.canadiantire.ca/en/automotive/car-safety-security.html
CAR SAFETY & SECURITY,BOOSTER CABLES,https://www.canadiantire.ca/en/automotive/batteries-maintenance-accessories/booster-cables.html?,CAR SAFETY & SECURITY,https://www.canadiantire.ca/en/automotive/car-safety-security.html
